citing_id,cited_id
2021-0086,1983-0000
2021-0086,1984-0001
2021-0086,1993-0009
2021-0086,1995-0012
2021-0086,1995-0026
2021-0086,1997-0018
2021-0086,1997-0033
2021-0086,2000-0044
2021-0086,2006-0020
2021-0086,2007-0029
2021-0086,2009-0010
2021-0086,2009-0041
2021-0086,2009-0063
2021-0086,2009-0085
2021-0086,2010-0072
2021-0086,2012-0011
2021-0086,2012-0023
2021-0086,2012-0032
2021-0086,2012-0044
2021-0086,2012-0096
2021-0086,2013-0049
2021-0086,2015-0082
2021-0086,2018-0312
2021-0086,2018-0464
2021-0086,2019-0338
2021-0087,1956-0000
2021-0087,1990-0000
2021-0087,2005-0002
2021-0087,2005-0049
2021-0087,2008-0030
2021-0087,2009-0003
2021-0087,2010-0011
2021-0087,2010-0034
2021-0087,2012-0004
2021-0087,2014-0165
2021-0087,2015-0099
2021-0087,2015-0163
2021-0087,2015-0216
2021-0087,2016-0085
2021-0087,2017-0006
2021-0087,2017-0066
2021-0087,2017-0113
2021-0087,2017-0122
2021-0087,2017-0213
2021-0087,2017-0217
2021-0087,2017-0234
2021-0087,2017-0273
2021-0087,2017-0313
2021-0087,2018-0022
2021-0087,2018-0034
2021-0087,2018-0055
2021-0087,2018-0080
2021-0087,2018-0108
2021-0087,2018-0123
2021-0087,2018-0167
2021-0087,2018-0201
2021-0087,2018-0323
2021-0087,2018-0326
2021-0087,2018-0373
2021-0087,2018-0411
2021-0087,2019-0021
2021-0087,2019-0042
2021-0087,2019-0043
2021-0087,2019-0045
2021-0087,2019-0051
2021-0087,2019-0063
2021-0087,2019-0098
2021-0087,2019-0141
2021-0087,2019-0240
2021-0087,2019-0245
2021-0087,2019-0258
2021-0087,2019-0265
2021-0087,2019-0425
2021-0087,2019-0478
2021-0087,2020-0021
2021-0087,2020-0067
2021-0087,2020-0102
2021-0087,2020-0131
2021-0087,2020-0215
2021-0087,2020-0257
2021-0087,2020-0275
2021-0087,2020-0276
2021-0087,2020-0333
2021-0087,2020-0346
2021-0087,2020-0410
2021-0087,2020-0411
2021-0087,2020-0444
2021-0087,2020-0453
2021-0087,2020-0509
2021-0087,2020-0563
2021-0087,2020-0597
2021-0087,2021-0060
2021-0087,2021-0106
2021-0087,2021-0107
2021-0088,2016-0191
2021-0088,2016-0202
2021-0088,2016-0252
2021-0088,2016-0271
2021-0088,2016-0342
2021-0088,2017-0038
2021-0088,2017-0046
2021-0088,2017-0071
2021-0088,2017-0078
2021-0088,2017-0126
2021-0088,2017-0190
2021-0088,2017-0199
2021-0088,2017-0230
2021-0088,2017-0234
2021-0088,2017-0246
2021-0088,2017-0247
2021-0088,2017-0286
2021-0088,2017-0288
2021-0088,2017-0327
2021-0088,2017-0343
2021-0088,2017-0350
2021-0088,2017-0384
2021-0088,2017-0413
2021-0088,2017-0414
2021-0088,2017-0416
2021-0088,2018-0020
2021-0088,2018-0022
2021-0088,2018-0035
2021-0088,2018-0054
2021-0088,2018-0063
2021-0088,2018-0073
2021-0088,2018-0104
2021-0088,2018-0119
2021-0088,2018-0123
2021-0088,2018-0161
2021-0088,2018-0167
2021-0088,2018-0172
2021-0088,2018-0177
2021-0088,2018-0208
2021-0088,2018-0225
2021-0088,2018-0240
2021-0088,2018-0245
2021-0088,2018-0261
2021-0088,2018-0262
2021-0088,2018-0265
2021-0088,2018-0277
2021-0088,2018-0287
2021-0088,2018-0295
2021-0088,2018-0314
2021-0088,2018-0331
2021-0088,2018-0336
2021-0088,2018-0378
2021-0088,2018-0391
2021-0088,2018-0392
2021-0088,2018-0395
2021-0088,2018-0404
2021-0088,2018-0409
2021-0088,2018-0424
2021-0088,2018-0425
2021-0088,2018-0428
2021-0088,2018-0439
2021-0088,2018-0448
2021-0088,2018-0474
2021-0088,2018-0491
2021-0088,2018-0492
2021-0088,2018-0505
2021-0088,2018-0511
2021-0088,2018-0521
2021-0088,2018-0531
2021-0088,2018-0550
2021-0088,2018-0560
2021-0088,2018-0573
2021-0088,2019-0161
2021-0088,2019-0210
2021-0088,2019-0403
2021-0089,2006-0063
2021-0089,2011-0044
2021-0089,2011-0075
2021-0089,2012-0056
2021-0089,2012-0119
2021-0089,2013-0000
2021-0089,2013-0027
2021-0089,2014-0030
2021-0089,2017-0003
2021-0089,2017-0223
2021-0089,2018-0000
2021-0089,2018-0132
2021-0089,2018-0418
2021-0089,2019-0253
2021-0089,2019-0387
2021-0089,2020-0146
2021-0089,2020-0433
2021-0089,2020-0437
2021-0090,1999-0047
2021-0090,2005-0058
2021-0090,2009-0098
2021-0090,2011-0012
2021-0090,2014-0134
2021-0090,2015-0043
2021-0090,2015-0094
2021-0090,2015-0170
2021-0090,2015-0208
2021-0090,2016-0132
2021-0090,2016-0178
2021-0090,2016-0284
2021-0090,2016-0320
2021-0090,2017-0020
2021-0090,2017-0037
2021-0090,2017-0042
2021-0090,2017-0057
2021-0090,2017-0080
2021-0090,2017-0086
2021-0090,2017-0152
2021-0090,2017-0221
2021-0090,2017-0291
2021-0090,2017-0304
2021-0090,2017-0305
2021-0090,2018-0065
2021-0090,2018-0171
2021-0090,2018-0270
2021-0090,2018-0345
2021-0090,2018-0563
2021-0090,2019-0025
2021-0090,2019-0131
2021-0090,2019-0235
2021-0090,2019-0288
2021-0090,2019-0311
2021-0090,2020-0116
2021-0090,2020-0193
2021-0090,2020-0349
2021-0090,2020-0514
2021-0090,2021-0081
2021-0091,2006-0034
2021-0091,2011-0143
2021-0091,2014-0156
2021-0091,2015-0019
2021-0091,2018-0370
2021-0092,1992-0011
2021-0092,1998-0009
2021-0092,2007-0037
2021-0092,2011-0008
2021-0092,2015-0042
2021-0092,2016-0161
2021-0092,2016-0296
2021-0092,2017-0004
2021-0092,2017-0024
2021-0092,2017-0072
2021-0092,2017-0382
2021-0092,2018-0082
2021-0092,2018-0092
2021-0092,2018-0244
2021-0092,2019-0389
2021-0092,2019-0422
2021-0092,2019-0443
2021-0092,2020-0200
2021-0092,2020-0272
2021-0092,2020-0320
2021-0092,2020-0373
2021-0092,2020-0383
2021-0092,2020-0413
2021-0092,2020-0478
2021-0092,2020-0490
2021-0092,2020-0530
2021-0092,2020-0626
2021-0092,2021-0130
2021-0093,1988-0012
2021-0093,1988-0014
2021-0093,1996-0011
2021-0093,1997-0027
2021-0093,2004-0053
2021-0093,2007-0091
2021-0093,2012-0141
2021-0093,2013-0132
2021-0093,2015-0116
2021-0093,2015-0250
2021-0093,2015-0269
2021-0093,2015-0272
2021-0093,2016-0044
2021-0093,2016-0276
2021-0093,2018-0513
2021-0093,2019-0200
2021-0093,2019-0277
2021-0093,2019-0359
2021-0094,2002-0005
2021-0094,2004-0044
2021-0094,2005-0038
2021-0094,2008-0038
2021-0094,2009-0080
2021-0094,2013-0001
2021-0094,2014-0017
2021-0094,2014-0092
2021-0094,2015-0009
2021-0094,2015-0025
2021-0094,2016-0026
2021-0094,2016-0048
2021-0094,2016-0096
2021-0094,2016-0172
2021-0094,2017-0010
2021-0094,2017-0026
2021-0094,2017-0032
2021-0094,2017-0034
2021-0094,2017-0074
2021-0094,2017-0078
2021-0094,2017-0136
2021-0094,2018-0014
2021-0094,2018-0022
2021-0094,2018-0027
2021-0094,2018-0029
2021-0094,2018-0031
2021-0094,2018-0035
2021-0094,2018-0039
2021-0094,2018-0104
2021-0094,2018-0114
2021-0094,2018-0116
2021-0094,2018-0122
2021-0094,2018-0172
2021-0094,2018-0246
2021-0094,2018-0358
2021-0094,2018-0363
2021-0094,2018-0463
2021-0094,2019-0009
2021-0094,2019-0042
2021-0094,2019-0102
2021-0094,2019-0118
2021-0094,2019-0135
2021-0094,2019-0146
2021-0094,2019-0198
2021-0094,2019-0400
2021-0094,2020-0031
2021-0094,2020-0130
2021-0094,2020-0460
2021-0096,1995-0021
2021-0096,2006-0026
2021-0096,2006-0040
2021-0096,2009-0013
2021-0096,2010-0024
2021-0096,2010-0026
2021-0096,2010-0116
2021-0096,2012-0043
2021-0096,2013-0066
2021-0096,2013-0080
2021-0096,2014-0013
2021-0096,2015-0021
2021-0096,2015-0162
2021-0096,2016-0273
2021-0096,2018-0022
2021-0096,2018-0161
2021-0097,2012-0143
2021-0097,2015-0182
2021-0097,2016-0220
2021-0097,2016-0275
2021-0097,2016-0283
2021-0097,2018-0007
2021-0097,2018-0259
2021-0097,2018-0341
2021-0097,2018-0443
2021-0097,2018-0562
2021-0097,2018-0569
2021-0097,2019-0182
2021-0097,2019-0460
2021-0097,2019-0495
2021-0097,2019-0496
2021-0097,2020-0106
2021-0097,2020-0185
2021-0097,2020-0222
2021-0097,2020-0247
2021-0097,2020-0440
2021-0097,2020-0555
2021-0098,1980-0004
2021-0098,1985-0005
2021-0098,1995-0000
2021-0098,1996-0022
2021-0098,1999-0000
2021-0098,1999-0012
2021-0098,1999-0021
2021-0098,2000-0004
2021-0098,2000-0010
2021-0098,2001-0011
2021-0098,2002-0034
2021-0098,2002-0042
2021-0098,2003-0005
2021-0098,2003-0028
2021-0098,2003-0051
2021-0098,2008-0041
2021-0098,2009-0001
2021-0098,2009-0013
2021-0098,2009-0028
2021-0098,2009-0097
2021-0098,2010-0025
2021-0098,2010-0026
2021-0098,2010-0090
2021-0098,2010-0109
2021-0098,2010-0144
2021-0098,2011-0019
2021-0098,2011-0045
2021-0098,2011-0108
2021-0098,2012-0001
2021-0098,2013-0015
2021-0098,2013-0066
2021-0098,2013-0073
2021-0098,2013-0077
2021-0098,2013-0085
2021-0098,2013-0085
2021-0098,2014-0037
2021-0098,2014-0141
2021-0098,2015-0000
2021-0098,2016-0063
2021-0098,2016-0121
2021-0098,2016-0152
2021-0098,2016-0179
2021-0098,2016-0211
2021-0098,2017-0058
2021-0098,2018-0161
2021-0098,2018-0313
2021-0098,2018-0337
2021-0098,2019-0091
2021-0098,2019-0226
2021-0098,2020-0321
