citing_id,cited_id
2021-0002,2018-0283
2021-0002,2018-0283
2021-0002,2018-0432
2021-0002,2018-0506
2021-0002,2019-0075
2021-0002,2019-0163
2021-0002,2019-0165
2021-0002,2019-0193
2021-0002,2020-0030
2021-0002,2020-0031
2021-0002,2020-0049
2021-0002,2020-0072
2021-0002,2020-0079
2021-0002,2020-0083
2021-0002,2020-0085
2021-0002,2020-0090
2021-0002,2020-0097
2021-0002,2020-0100
2021-0002,2020-0108
2021-0002,2020-0119
2021-0002,2020-0119
2021-0002,2020-0122
2021-0002,2020-0125
2021-0002,2020-0168
2021-0002,2020-0171
2021-0002,2020-0220
2021-0002,2020-0340
2021-0002,2020-0445
2021-0002,2020-0485
2021-0002,2020-0521
2021-0002,2021-0019
2021-0003,1937-0000
2021-0003,1980-0001
2021-0003,1986-0002
2021-0003,1986-0006
2021-0003,1991-0008
2021-0003,1992-0006
2021-0003,1995-0017
2021-0003,2000-0018
2021-0003,2002-0054
2021-0003,2003-0064
2021-0003,2006-0046
2021-0003,2007-0013
2021-0003,2007-0034
2021-0003,2009-0038
2021-0003,2009-0055
2021-0003,2009-0106
2021-0003,2010-0008
2021-0003,2013-0135
2021-0003,2014-0136
2021-0003,2015-0012
2021-0003,2016-0096
2021-0003,2017-0027
2021-0003,2017-0033
2021-0003,2017-0078
2021-0003,2017-0142
2021-0003,2017-0308
2021-0003,2018-0014
2021-0003,2018-0070
2021-0003,2018-0246
2021-0003,2019-0033
2021-0003,2019-0042
2021-0003,2019-0239
2021-0003,2020-0472
2021-0004,1995-0024
2021-0004,2008-0048
2021-0004,2009-0075
2021-0004,2010-0060
2021-0004,2010-0153
2021-0004,2011-0054
2021-0004,2011-0055
2021-0004,2011-0105
2021-0004,2012-0069
2021-0004,2015-0017
2021-0004,2015-0045
2021-0004,2016-0044
2021-0004,2016-0065
2021-0004,2016-0085
2021-0004,2016-0191
2021-0004,2016-0240
2021-0004,2016-0295
2021-0004,2017-0038
2021-0004,2017-0046
2021-0004,2017-0084
2021-0004,2017-0126
2021-0004,2017-0234
2021-0004,2017-0246
2021-0004,2017-0258
2021-0004,2018-0020
2021-0004,2018-0026
2021-0004,2018-0054
2021-0004,2018-0128
2021-0004,2018-0251
2021-0004,2018-0266
2021-0004,2018-0284
2021-0004,2018-0529
2021-0004,2019-0004
2021-0004,2019-0010
2021-0004,2019-0090
2021-0004,2019-0196
2021-0004,2019-0200
2021-0004,2019-0322
2021-0004,2019-0359
2021-0004,2019-0471
2021-0004,2020-0075
2021-0004,2020-0354
2021-0005,2001-0038
2021-0005,2003-0044
2021-0005,2003-0063
2021-0005,2005-0072
2021-0005,2005-0074
2021-0005,2007-0004
2021-0005,2009-0115
2021-0005,2010-0094
2021-0005,2014-0169
2021-0005,2015-0152
2021-0005,2015-0206
2021-0005,2017-0045
2021-0005,2017-0046
2021-0005,2017-0078
2021-0005,2017-0088
2021-0005,2017-0272
2021-0005,2017-0397
2021-0005,2018-0035
2021-0005,2018-0037
2021-0005,2018-0053
2021-0005,2018-0067
2021-0005,2018-0172
2021-0005,2018-0268
2021-0005,2018-0351
2021-0005,2019-0001
2021-0005,2019-0022
2021-0005,2019-0049
2021-0005,2019-0254
2021-0005,2019-0266
2021-0005,2019-0380
2021-0005,2019-0430
2021-0005,2019-0435
2021-0005,2019-0494
2021-0005,2020-0022
2021-0005,2020-0074
2021-0005,2020-0179
2021-0005,2020-0250
2021-0005,2020-0253
2021-0005,2020-0357
2021-0005,2020-0417
2021-0005,2020-0425
2021-0005,2020-0465
2021-0005,2020-0503
2021-0005,2020-0508
2021-0005,2020-0535
2021-0005,2020-0574
2021-0005,2020-0577
2021-0005,2020-0581
2021-0005,2020-0643
2021-0006,2003-0016
2021-0006,2005-0020
2021-0006,2016-0107
2021-0006,2016-0222
2021-0006,2018-0150
2021-0006,2018-0182
2021-0006,2018-0275
2021-0006,2018-0294
2021-0006,2018-0466
2021-0006,2019-0062
2021-0006,2019-0117
2021-0006,2019-0238
2021-0006,2019-0240
2021-0006,2019-0280
2021-0006,2020-0065
2021-0006,2020-0098
2021-0006,2020-0121
2021-0006,2020-0138
2021-0006,2020-0158
2021-0006,2020-0207
2021-0006,2020-0262
2021-0006,2020-0353
2021-0006,2020-0366
2021-0006,2020-0409
2021-0006,2020-0570
2021-0006,2021-0007
2021-0006,2021-0052
2021-0006,2021-0152
2021-0007,2012-0003
2021-0007,2013-0026
2021-0007,2015-0061
2021-0007,2015-0103
2021-0007,2017-0140
2021-0007,2017-0187
2021-0007,2018-0283
2021-0007,2018-0421
2021-0007,2018-0532
2021-0007,2019-0031
2021-0007,2020-0005
2021-0007,2020-0013
2021-0007,2020-0043
2021-0007,2020-0080
2021-0007,2020-0087
2021-0007,2021-0063
2021-0008,2004-0000
2021-0008,2008-0096
2021-0008,2009-0018
2021-0008,2009-0075
2021-0008,2011-0021
2021-0008,2012-0014
2021-0008,2012-0045
2021-0008,2012-0107
2021-0008,2013-0029
2021-0008,2013-0095
2021-0008,2013-0105
2021-0008,2015-0052
2021-0008,2015-0113
2021-0008,2015-0181
2021-0008,2016-0017
2021-0008,2016-0044
2021-0008,2016-0190
2021-0008,2017-0046
2021-0008,2017-0071
2021-0008,2017-0294
2021-0008,2017-0393
2021-0008,2018-0003
2021-0008,2018-0011
2021-0008,2018-0020
2021-0008,2018-0065
2021-0008,2018-0174
2021-0008,2018-0176
2021-0008,2018-0177
2021-0008,2018-0214
2021-0008,2018-0306
2021-0008,2018-0428
2021-0008,2018-0441
2021-0008,2019-0030
2021-0008,2019-0096
2021-0008,2019-0127
2021-0008,2019-0139
2021-0008,2019-0279
2021-0008,2020-0032
2021-0008,2020-0126
2021-0008,2020-0238
2021-0008,2020-0403
2021-0008,2020-0562
2021-0009,1989-0003
2021-0009,1997-0028
2021-0009,1998-0035
2021-0009,2004-0057
2021-0009,2016-0085
2021-0009,2016-0191
2021-0009,2016-0219
2021-0009,2016-0233
2021-0009,2017-0038
2021-0009,2017-0078
2021-0009,2017-0126
2021-0009,2017-0234
2021-0009,2018-0020
2021-0009,2018-0022
2021-0009,2018-0123
2021-0009,2018-0251
2021-0009,2018-0284
2021-0009,2018-0309
2021-0009,2018-0498
2021-0009,2019-0042
2021-0009,2019-0054
2021-0009,2019-0076
2021-0009,2019-0147
2021-0009,2019-0196
2021-0009,2019-0291
2021-0009,2019-0344
2021-0009,2020-0110
2021-0009,2020-0266
2021-0009,2020-0347
2021-0009,2020-0535
2021-0010,1990-0005
2021-0010,1999-0018
2021-0010,2003-0042
2021-0010,2005-0053
2021-0010,2006-0057
2021-0010,2006-0068
2021-0010,2007-0096
2021-0010,2009-0099
2021-0010,2011-0025
2021-0010,2011-0088
2021-0010,2012-0157
2021-0010,2013-0025
2021-0010,2013-0031
2021-0010,2013-0068
2021-0010,2014-0052
2021-0010,2014-0096
2021-0010,2015-0050
2021-0010,2015-0057
2021-0010,2015-0085
2021-0010,2015-0157
2021-0010,2016-0001
2021-0010,2016-0045
2021-0010,2016-0086
2021-0010,2016-0117
2021-0010,2017-0035
2021-0010,2017-0053
2021-0010,2017-0202
2021-0010,2017-0245
2021-0010,2018-0021
2021-0010,2018-0123
2021-0010,2018-0158
2021-0010,2018-0162
2021-0010,2018-0202
2021-0010,2018-0330
2021-0010,2019-0022
2021-0010,2019-0054
2021-0010,2019-0055
2021-0010,2019-0076
2021-0010,2019-0078
2021-0010,2019-0097
2021-0010,2019-0101
2021-0010,2019-0125
2021-0010,2019-0150
2021-0010,2019-0325
2021-0010,2019-0480
2021-0010,2020-0023
2021-0010,2020-0069
2021-0010,2020-0076
2021-0010,2020-0175
2021-0010,2020-0184
2021-0010,2020-0201
2021-0010,2020-0208
2021-0010,2020-0232
2021-0010,2020-0270
2021-0010,2020-0323
2021-0010,2020-0486
2021-0010,2020-0520
2021-0010,2021-0148
2021-0011,2009-0096
2021-0011,2014-0178
2021-0011,2015-0168
2021-0011,2015-0207
2021-0011,2015-0257
2021-0011,2016-0171
2021-0011,2016-0312
2021-0011,2016-0347
2021-0011,2017-0038
2021-0011,2017-0071
2021-0011,2017-0196
2021-0011,2017-0398
2021-0011,2018-0022
2021-0011,2018-0063
2021-0011,2018-0167
2021-0011,2018-0183
2021-0011,2018-0197
2021-0011,2018-0265
2021-0011,2018-0373
2021-0011,2018-0470
2021-0011,2018-0510
2021-0011,2018-0528
2021-0011,2019-0046
2021-0011,2019-0079
2021-0011,2019-0108
2021-0011,2019-0166
2021-0011,2019-0245
2021-0011,2019-0246
2021-0011,2019-0252
2021-0011,2019-0370
2021-0011,2019-0408
2021-0011,2019-0439
2021-0011,2019-0448
2021-0011,2019-0454
2021-0011,2019-0461
2021-0011,2019-0464
2021-0011,2019-0465
2021-0011,2019-0504
2021-0011,2019-0508
2021-0011,2020-0265
2021-0011,2020-0271
2021-0011,2020-0293
2021-0011,2020-0316
2021-0011,2020-0322
2021-0011,2020-0355
2021-0011,2020-0421
2021-0011,2020-0448
2021-0011,2020-0482
2021-0011,2020-0550
2021-0011,2020-0613
2021-0011,2020-0635
2021-0011,2020-0638
2021-0011,2021-0103
2021-0012,1995-0019
2021-0012,1996-0021
2021-0012,1997-0021
2021-0012,1997-0029
2021-0012,2003-0061
2021-0012,2012-0055
2021-0012,2012-0100
2021-0012,2014-0066
2021-0012,2014-0155
2021-0012,2015-0203
2021-0012,2017-0030
2021-0012,2017-0100
2021-0012,2017-0130
2021-0012,2020-0113
2021-0012,2020-0392
2021-0013,1989-0000
2021-0013,2017-0230
2021-0013,2017-0234
2021-0013,2018-0022
2021-0013,2018-0054
2021-0013,2018-0063
2021-0013,2018-0161
2021-0013,2018-0167
2021-0013,2018-0172
2021-0013,2018-0208
2021-0013,2018-0240
2021-0013,2018-0245
2021-0013,2018-0305
2021-0013,2018-0391
2021-0013,2018-0394
2021-0013,2018-0439
2021-0013,2018-0448
2021-0013,2018-0500
2021-0013,2019-0042
2021-0013,2019-0108
2021-0013,2019-0223
2021-0013,2019-0234
2021-0013,2019-0451
2021-0015,1998-0004
2021-0015,2014-0128
2021-0015,2017-0369
2021-0015,2020-0001
2021-0016,1995-0003
2021-0016,1996-0007
2021-0016,1998-0000
2021-0016,2000-0041
2021-0016,2001-0016
2021-0016,2002-0005
2021-0016,2002-0029
2021-0016,2002-0033
2021-0016,2003-0010
2021-0016,2003-0035
2021-0016,2003-0065
2021-0016,2004-0006
2021-0016,2005-0015
2021-0016,2005-0037
2021-0016,2006-0024
2021-0016,2006-0050
2021-0016,2007-0000
2021-0016,2007-0012
2021-0016,2008-0015
2021-0016,2008-0042
2021-0016,2008-0065
2021-0016,2009-0006
2021-0016,2009-0015
2021-0016,2009-0050
2021-0016,2009-0052
2021-0016,2010-0046
2021-0016,2010-0048
2021-0016,2011-0114
2021-0016,2012-0090
2021-0016,2013-0109
2021-0016,2013-0120
2021-0016,2014-0075
2021-0016,2014-0091
2021-0016,2014-0109
2021-0016,2014-0146
2021-0016,2014-0161
2021-0016,2015-0138
2021-0016,2016-0054
2021-0016,2017-0102
2021-0016,2017-0111
2021-0016,2017-0212
2021-0016,2018-0304
2021-0016,2019-0082
2021-0016,2019-0176
2021-0016,2019-0194
2021-0016,2019-0231
2021-0016,2019-0302
2021-0016,2019-0345
2021-0016,2019-0413
2021-0016,2020-0052
2021-0016,2020-0181
2021-0016,2020-0205
2021-0016,2020-0292
2021-0016,2020-0351
2021-0017,1988-0010
2021-0017,2004-0065
2021-0017,2006-0071
2021-0017,2009-0032
2021-0017,2010-0158
2021-0017,2011-0048
2021-0017,2011-0139
2021-0017,2011-0173
2021-0017,2012-0134
2021-0017,2013-0167
2021-0017,2013-0180
2021-0017,2014-0166
2021-0017,2014-0213
2021-0017,2014-0217
2021-0017,2015-0130
2021-0017,2016-0360
2021-0017,2017-0204
2021-0017,2017-0256
2021-0017,2017-0377
2021-0017,2017-0411
2021-0017,2017-0420
2021-0017,2018-0320
2021-0017,2018-0424
2021-0017,2018-0490
2021-0017,2018-0522
2021-0017,2018-0539
2021-0017,2018-0541
2021-0017,2018-0555
2021-0017,2018-0559
2021-0017,2019-0202
2021-0017,2019-0257
2021-0017,2019-0260
2021-0017,2019-0282
2021-0017,2019-0342
2021-0017,2019-0383
2021-0017,2019-0395
2021-0017,2019-0398
2021-0017,2019-0459
2021-0017,2019-0491
2021-0017,2020-0002
2021-0017,2020-0008
2021-0017,2020-0010
2021-0017,2020-0017
2021-0017,2020-0018
2021-0017,2020-0037
2021-0017,2020-0070
2021-0017,2020-0094
2021-0017,2020-0139
2021-0017,2020-0159
2021-0017,2020-0161
2021-0017,2020-0214
2021-0017,2020-0225
2021-0017,2020-0227
2021-0017,2020-0228
2021-0017,2020-0260
2021-0017,2020-0276
2021-0017,2020-0365
2021-0017,2020-0377
2021-0017,2020-0411
2021-0017,2020-0427
2021-0017,2020-0454
2021-0017,2020-0471
2021-0017,2020-0496
2021-0017,2020-0500
2021-0017,2020-0502
2021-0017,2020-0505
2021-0017,2020-0513
2021-0017,2020-0516
2021-0017,2020-0540
2021-0017,2020-0547
2021-0017,2020-0565
2021-0017,2021-0077
2021-0017,2021-0097
2021-0017,2021-0141
2021-0018,2004-0060
2021-0018,2012-0116
2021-0018,2013-0097
2021-0018,2015-0082
2021-0018,2016-0029
2021-0018,2016-0044
2021-0018,2017-0002
2021-0018,2017-0046
2021-0018,2017-0078
2021-0018,2017-0126
2021-0018,2017-0191
2021-0018,2017-0225
2021-0018,2017-0234
2021-0018,2017-0320
2021-0018,2018-0054
2021-0018,2018-0123
2021-0018,2018-0134
2021-0018,2018-0167
2021-0018,2018-0172
2021-0018,2018-0240
2021-0018,2018-0251
2021-0018,2019-0019
2021-0018,2019-0054
2021-0018,2019-0056
2021-0018,2019-0065
2021-0018,2019-0147
2021-0018,2019-0175
2021-0018,2019-0196
2021-0018,2019-0200
2021-0018,2019-0208
2021-0018,2019-0215
2021-0018,2019-0234
2021-0018,2019-0242
2021-0018,2019-0291
2021-0018,2019-0301
2021-0018,2019-0322
2021-0018,2019-0335
2021-0018,2020-0075
2021-0018,2020-0131
2021-0018,2020-0186
2021-0018,2020-0192
2021-0018,2020-0252
2021-0018,2020-0266
2021-0018,2020-0273
2021-0018,2020-0325
2021-0018,2020-0347
2021-0018,2020-0354
2021-0018,2020-0535
2021-0018,2021-0069
2021-0019,1970-0001
2021-0019,1996-0002
2021-0019,2001-0001
2021-0019,2006-0006
2021-0019,2006-0048
2021-0019,2009-0008
2021-0019,2009-0011
2021-0019,2009-0013
2021-0019,2009-0020
2021-0019,2009-0026
2021-0019,2010-0079
2021-0019,2010-0089
2021-0019,2011-0024
2021-0019,2011-0085
2021-0019,2012-0017
2021-0019,2013-0007
2021-0019,2013-0015
2021-0019,2014-0087
2021-0019,2014-0117
2021-0019,2015-0000
2021-0019,2015-0054
2021-0019,2015-0062
2021-0019,2015-0096
2021-0019,2016-0003
2021-0019,2016-0087
2021-0019,2016-0154
2021-0019,2016-0271
2021-0019,2017-0138
2021-0019,2017-0158
2021-0019,2018-0020
2021-0019,2018-0028
2021-0019,2018-0033
2021-0019,2018-0134
2021-0019,2018-0216
2021-0019,2018-0331
2021-0019,2018-0377
2021-0019,2018-0379
2021-0019,2019-0042
2021-0019,2019-0054
2021-0019,2019-0099
2021-0019,2019-0108
2021-0019,2019-0113
2021-0019,2019-0223
2021-0019,2019-0361
2021-0019,2020-0009
2021-0019,2020-0025
2021-0019,2020-0044
2021-0019,2020-0051
2021-0019,2020-0074
2021-0019,2020-0078
2021-0019,2020-0103
2021-0019,2020-0115
2021-0019,2020-0118
2021-0019,2020-0132
2021-0019,2020-0150
2021-0019,2020-0227
2021-0019,2020-0279
2021-0019,2020-0329
2021-0019,2020-0378
2021-0019,2020-0390
2021-0019,2020-0394
2021-0019,2020-0441
2021-0019,2020-0470
2021-0019,2020-0515
2021-0019,2020-0542
2021-0019,2020-0595
2021-0019,2020-0645
2021-0019,2021-0010
2021-0019,2021-0084
2021-0019,2021-0154
2021-0020,1978-0000
2021-0020,1997-0005
2021-0020,1999-0029
2021-0020,2002-0044
2021-0020,2005-0003
2021-0020,2012-0105
2021-0020,2013-0019
2021-0020,2015-0256
2021-0020,2016-0210
2021-0020,2017-0179
2021-0020,2018-0054
2021-0020,2018-0372
2021-0020,2019-0056
2021-0020,2019-0241
2021-0020,2019-0275
2021-0020,2019-0370
2021-0020,2020-0141
2021-0020,2020-0276
2021-0020,2020-0337
2021-0020,2020-0435
2021-0020,2020-0594
2021-0020,2021-0083
2021-0020,2021-0132
2021-0021,2002-0010
2021-0021,2002-0047
2021-0021,2005-0008
2021-0021,2009-0065
2021-0021,2009-0101
2021-0021,2010-0074
2021-0021,2012-0182
2021-0021,2013-0102
2021-0021,2014-0115
2021-0021,2016-0043
2021-0021,2016-0090
2021-0021,2016-0128
2021-0021,2016-0140
2021-0021,2016-0187
2021-0021,2016-0321
2021-0021,2017-0192
2021-0021,2018-0223
2021-0021,2018-0293
2021-0021,2019-0040
2021-0021,2019-0213
2021-0021,2019-0214
2021-0021,2020-0099
2021-0021,2020-0134
2021-0021,2020-0269
2021-0021,2020-0300
2021-0021,2020-0333
2021-0021,2020-0467
2021-0021,2020-0477
2021-0021,2021-0060
2021-0021,2021-0115
2021-0021,2021-0191
2021-0021,2021-0192
2021-0022,2016-0179
2021-0022,2018-0022
2021-0022,2018-0104
2021-0022,2019-0042
2021-0022,2019-0270
2021-0022,2019-0370
2021-0022,2020-0136
2021-0022,2020-0390
2021-0022,2020-0397
2021-0022,2020-0429
2021-0022,2020-0491
2021-0023,1989-0004
2021-0023,2000-0014
2021-0023,2015-0016
2021-0023,2015-0227
2021-0023,2016-0169
2021-0023,2016-0329
2021-0023,2018-0106
2021-0023,2018-0517
2021-0023,2019-0126
2021-0024,2005-0008
2021-0024,2010-0047
2021-0024,2011-0128
2021-0024,2016-0120
2021-0024,2016-0191
2021-0024,2016-0236
2021-0024,2016-0251
2021-0024,2016-0259
2021-0024,2017-0322
2021-0024,2017-0375
2021-0024,2018-0020
2021-0024,2019-0054
2021-0024,2019-0076
2021-0024,2019-0272
2021-0025,1976-0000
2021-0025,1977-0002
2021-0025,1991-0013
2021-0025,1993-0010
2021-0025,1993-0014
2021-0025,1997-0004
2021-0025,1997-0020
2021-0025,1998-0015
2021-0025,1998-0027
2021-0025,2001-0007
2021-0025,2002-0016
2021-0025,2002-0026
2021-0025,2003-0039
2021-0025,2003-0043
2021-0025,2005-0008
2021-0025,2006-0015
2021-0025,2007-0038
2021-0025,2007-0054
2021-0025,2008-0025
2021-0025,2008-0057
2021-0025,2008-0075
2021-0025,2009-0021
2021-0025,2010-0054
2021-0025,2011-0137
2021-0025,2012-0081
2021-0025,2013-0009
2021-0025,2013-0042
2021-0025,2013-0050
2021-0025,2013-0051
2021-0025,2013-0070
2021-0025,2013-0150
2021-0025,2014-0101
2021-0025,2014-0159
2021-0025,2015-0077
2021-0025,2015-0128
2021-0025,2015-0190
2021-0025,2016-0243
2021-0025,2018-0210
2021-0026,2002-0030
2021-0026,2004-0011
2021-0026,2004-0054
2021-0026,2005-0013
2021-0026,2005-0019
2021-0026,2006-0065
2021-0026,2010-0117
2021-0026,2012-0021
2021-0026,2013-0063
2021-0026,2015-0012
2021-0026,2016-0085
2021-0026,2016-0184
2021-0026,2017-0038
2021-0026,2017-0189
2021-0026,2017-0392
2021-0026,2018-0014
2021-0026,2018-0246
2021-0026,2018-0302
2021-0026,2019-0058
2021-0026,2020-0004
2021-0026,2020-0012
2021-0026,2020-0014
2021-0026,2020-0019
2021-0026,2020-0024
2021-0026,2020-0128
2021-0026,2020-0136
2021-0026,2020-0152
2021-0026,2020-0174
2021-0026,2020-0186
2021-0026,2020-0330
2021-0026,2020-0369
2021-0026,2020-0394
2021-0026,2020-0491
2021-0026,2021-0105
2021-0027,1974-0003
2021-0027,2003-0002
2021-0027,2003-0008
2021-0027,2008-0056
2021-0027,2010-0097
2021-0027,2011-0163
2021-0027,2013-0076
2021-0027,2014-0013
2021-0027,2014-0127
2021-0027,2014-0131
2021-0027,2015-0090
2021-0027,2015-0155
2021-0027,2016-0034
2021-0027,2016-0047
2021-0027,2016-0098
2021-0027,2016-0143
2021-0027,2016-0255
2021-0027,2016-0257
2021-0027,2017-0063
2021-0027,2017-0124
2021-0027,2017-0171
2021-0027,2017-0173
2021-0027,2017-0201
2021-0027,2018-0161
2021-0027,2018-0329
2021-0027,2018-0383
2021-0027,2019-0042
2021-0027,2019-0072
2021-0027,2019-0077
2021-0027,2019-0096
2021-0027,2019-0114
2021-0027,2019-0116
2021-0027,2019-0350
2021-0027,2019-0365
2021-0027,2020-0087
2021-0027,2020-0131
2021-0027,2020-0274
2021-0027,2020-0324
2021-0027,2020-0341
2021-0027,2020-0389
2021-0027,2020-0415
2021-0027,2020-0424
2021-0027,2020-0436
2021-0027,2020-0438
2021-0027,2020-0452
2021-0027,2020-0499
2021-0027,2020-0503
2021-0027,2020-0609
2021-0027,2021-0077
2021-0028,2011-0030
2021-0028,2017-0071
2021-0028,2019-0042
2021-0028,2019-0109
2021-0028,2019-0134
2021-0028,2019-0240
2021-0028,2019-0291
2021-0028,2020-0129
2021-0028,2020-0183
2021-0028,2020-0378
2021-0028,2020-0462
2021-0028,2020-0466
2021-0028,2020-0519
2021-0028,2020-0646
2021-0029,2010-0009
2021-0029,2011-0064
2021-0029,2012-0103
2021-0029,2013-0078
2021-0029,2014-0076
2021-0029,2016-0144
2021-0029,2016-0289
2021-0029,2017-0049
2021-0029,2017-0160
2021-0029,2019-0002
2021-0029,2019-0103
2021-0029,2019-0132
2021-0029,2019-0184
2021-0029,2019-0316
2021-0029,2019-0353
2021-0029,2020-0177
2021-0029,2020-0297
2021-0029,2020-0314
2021-0029,2020-0567
2021-0029,2020-0614
2021-0029,2020-0616
2021-0029,2021-0001
2021-0029,2021-0093
2021-0029,2021-0135
2021-0029,2021-0168
2021-0029,2021-0177
2021-0030,2004-0002
2021-0030,2010-0031
2021-0030,2011-0171
2021-0030,2015-0009
2021-0030,2015-0098
2021-0030,2017-0010
2021-0030,2017-0032
2021-0030,2017-0034
2021-0030,2017-0097
2021-0030,2017-0220
2021-0030,2018-0020
2021-0030,2018-0039
2021-0030,2018-0049
2021-0030,2019-0042
2021-0030,2019-0058
2021-0030,2019-0201
2021-0030,2020-0035
2021-0030,2021-0161
2021-0031,2001-0046
2021-0031,2012-0009
2021-0031,2015-0097
2021-0031,2015-0135
2021-0031,2017-0089
2021-0031,2018-0054
2021-0031,2018-0354
2021-0031,2019-0056
2021-0031,2019-0114
2021-0032,2008-0040
2021-0032,2009-0119
2021-0032,2010-0143
2021-0032,2011-0002
2021-0032,2014-0133
2021-0032,2015-0093
2021-0032,2016-0096
2021-0032,2016-0173
2021-0032,2017-0071
2021-0032,2017-0097
2021-0032,2018-0022
2021-0032,2018-0104
2021-0032,2018-0207
2021-0032,2018-0238
2021-0032,2018-0243
2021-0032,2018-0305
2021-0032,2018-0374
2021-0032,2018-0438
2021-0032,2019-0042
2021-0032,2019-0058
2021-0032,2019-0134
2021-0032,2019-0171
2021-0032,2019-0269
2021-0032,2020-0225
2021-0032,2020-0237
2021-0032,2020-0484
2021-0032,2020-0610
2021-0033,1984-0003
2021-0033,1999-0031
2021-0033,1999-0046
2021-0033,2000-0006
2021-0033,2004-0074
2021-0033,2008-0086
2021-0033,2009-0118
2021-0033,2012-0041
2021-0033,2016-0024
2021-0033,2018-0020
2021-0033,2018-0054
2021-0033,2019-0054
2021-0034,2014-0044
2021-0034,2014-0059
2021-0034,2014-0071
2021-0034,2014-0086
2021-0034,2014-0210
2021-0034,2015-0007
2021-0034,2015-0118
2021-0034,2015-0246
2021-0034,2016-0026
2021-0034,2016-0052
2021-0034,2016-0073
2021-0034,2016-0112
2021-0034,2016-0122
2021-0034,2016-0157
2021-0034,2016-0232
2021-0034,2016-0256
2021-0034,2017-0036
2021-0034,2017-0074
2021-0034,2017-0094
2021-0034,2017-0117
2021-0034,2017-0154
2021-0034,2018-0016
2021-0034,2018-0058
2021-0034,2018-0102
2021-0034,2018-0142
2021-0034,2018-0339
2021-0034,2018-0350
2021-0034,2018-0360
2021-0034,2018-0471
2021-0034,2019-0122
2021-0034,2019-0123
2021-0034,2019-0159
2021-0034,2019-0181
2021-0034,2019-0218
2021-0034,2019-0333
2021-0034,2019-0447
2021-0034,2020-0016
2021-0034,2020-0029
2021-0034,2020-0030
2021-0034,2020-0033
2021-0034,2020-0049
2021-0034,2020-0050
2021-0034,2020-0062
2021-0034,2020-0088
2021-0034,2020-0090
2021-0034,2020-0108
2021-0034,2020-0111
2021-0034,2020-0153
2021-0034,2020-0168
2021-0034,2020-0219
2021-0034,2020-0220
2021-0034,2020-0245
2021-0034,2020-0285
2021-0034,2020-0319
2021-0034,2020-0384
2021-0034,2020-0386
2021-0034,2020-0393
2021-0034,2020-0416
2021-0034,2020-0434
2021-0034,2021-0008
2021-0034,2021-0012
2021-0034,2021-0013
2021-0034,2021-0033
2021-0034,2021-0059
2021-0035,2002-0022
2021-0035,2003-0024
2021-0035,2010-0119
2021-0035,2013-0045
2021-0035,2013-0064
2021-0035,2014-0014
2021-0035,2015-0143
2021-0035,2015-0194
2021-0035,2016-0134
2021-0035,2016-0175
2021-0035,2017-0043
2021-0035,2017-0046
2021-0035,2017-0191
2021-0035,2017-0275
2021-0035,2017-0324
2021-0035,2018-0094
2021-0035,2018-0172
2021-0035,2018-0271
2021-0035,2019-0200
2021-0035,2019-0208
2021-0035,2019-0322
2021-0035,2019-0359
2021-0035,2021-0109
2021-0036,1991-0001
2021-0036,2002-0024
2021-0036,2005-0060
2021-0036,2006-0039
2021-0036,2008-0000
2021-0036,2010-0010
2021-0036,2011-0038
2021-0036,2011-0079
2021-0036,2011-0126
2021-0036,2013-0172
2021-0036,2015-0102
2021-0036,2016-0033
2021-0036,2017-0008
2021-0037,1970-0001
2021-0037,1980-0000
2021-0037,1982-0004
2021-0037,1989-0000
2021-0037,1991-0000
2021-0037,1991-0003
2021-0037,1992-0003
2021-0037,1995-0005
2021-0037,2001-0004
2021-0037,2002-0004
2021-0037,2003-0000
2021-0037,2003-0002
2021-0037,2003-0005
2021-0037,2003-0011
2021-0037,2006-0062
2021-0037,2007-0005
2021-0037,2007-0031
2021-0037,2007-0094
2021-0037,2008-0007
2021-0037,2009-0013
2021-0037,2011-0006
2021-0037,2011-0009
2021-0037,2012-0024
2021-0037,2012-0149
2021-0037,2013-0044
2021-0037,2014-0016
2021-0037,2014-0026
2021-0037,2014-0037
2021-0037,2014-0157
2021-0037,2015-0030
2021-0037,2015-0039
2021-0037,2015-0068
2021-0037,2016-0013
2021-0037,2016-0015
2021-0037,2016-0055
2021-0037,2018-0020
2021-0037,2018-0066
2021-0037,2018-0264
2021-0037,2018-0334
2021-0037,2018-0441
2021-0037,2019-0027
2021-0037,2019-0059
2021-0037,2019-0506
2021-0037,2020-0117
2021-0037,2020-0202
2021-0037,2020-0371
2021-0037,2020-0442
2021-0037,2020-0573
2021-0038,2006-0008
2021-0038,2016-0019
2021-0038,2016-0105
2021-0038,2018-0357
2021-0038,2020-0131
2021-0038,2020-0254
2021-0038,2020-0316
2021-0038,2020-0378
2021-0038,2020-0608
2021-0039,1973-0001
2021-0039,1976-0000
2021-0039,1995-0015
2021-0039,1996-0020
2021-0039,1997-0010
2021-0039,1999-0013
2021-0039,2001-0045
2021-0039,2005-0022
2021-0039,2005-0024
2021-0039,2006-0011
2021-0039,2006-0012
2021-0039,2006-0019
2021-0039,2006-0022
2021-0039,2006-0035
2021-0039,2007-0025
2021-0039,2008-0063
2021-0039,2009-0073
2021-0039,2010-0023
2021-0039,2010-0147
2021-0039,2011-0062
2021-0039,2012-0023
